"","folio","anyo","staff_t","base","tot_veh","can_ton","compact","truck","pickup","a_10","POBTOT","P60","hoteles","ingpc2015"
"281",10023,2016,62,30,6,20,5,0,0,0,50668,0.0723533591221284,24,19506.1066957694
"282",10024,2016,10,0,2,11.8,1,0,0,0.5,13707,0.165535857591012,5,17803.1708887935
"283",10025,2016,2,0,1,1.75,0,0,0,0,3159,0.245647356758468,0,19062.655226209
"284",10026,2016,10,10,2,30.1,1,1,0,0,19321,0.0936804513223953,11,24954.6197852323
"285",10027,2016,4,0,1,8,1,0,0,0,5487,0.171496263896483,0,11346.4684292379
"286",10028,2016,4,0,1,15,1,0,0,1,12925,0.137176015473888,3,18485.7141412865
"287",10031,2016,4,0,1,1.5,0,0,1,0,7106,0.150999155643118,0,12964.3990416031
"288",10032,2016,19,2,5,35,5,0,0,1,49185,0.119223340449324,21,22211.3737621737
"289",10033,2016,5,0,1,3,1,0,0,1,6259,0.143952708100336,0,15515.41588386
"290",10034,2016,57,0,1,4,0,0,1,1,26777,0.0777532957388804,3,20193.6591928251
"291",10035,2016,9,0,3,16,2,0,0,0.333333333333333,11123,0.14986963948575,3,20005.6131795717
"292",10036,2016,6,0,1,6,0,1,0,1,23025,0.130597176981542,0,16879.8001732602
"293",10037,2016,5,5,1,4,0,0,1,1,9505,0.0856391372961599,4,21224.9274700171
"294",10038,2016,4,0,4,22,2,0,2,0,22010,0.113630168105407,6,19852.4010723861
"295",10039,2016,15,0,2,45,2,0,0,1,27515,0.11262947483191,5,21574.2952314861
"296",11001,2016,27,13,5,43,4,0,1,1,92322,0.100864366023266,7,16565.7414218613
"297",11002,2016,36,30,4,80,4,0,0,1,112744,0.158837720854325,26,20878.3444763329
"298",11004,2016,26,0,5,48.36,1,4,0,0.8,69259,0.0984132026162665,5,20527.8758772997
"299",11006,2016,12,9,3,2,0,1,2,1,5032,0.162360890302067,0,17211.6758991319
"300",11008,2016,15,15,4,29.35,1,1,2,0,39169,0.139268298909852,0,20455.3678607984
"301",11009,2016,91,64,13,40,2,6,5,0.692307692307692,83528,0.091753663442199,6,18471.3381689186
"302",11010,2016,20,20,5,7.31,2,0,0,0.4,12143,0.132669027423207,3,17918.7620324114
"303",11011,2016,97,74,12,90.02,10,0,0,0,97474,0.109290682643577,10,22054.2852533548
"304",11012,2016,44,36,5,15,2,0,0,0.4,28522,0.120854077554169,3,17774.5473792683
"305",11013,2016,16,15,3,31.5,2,0,1,0.333333333333333,24398,0.0843921632920731,0,18803.1944121071
"306",11014,2016,86,75,13,80,8,0,2,0.538461538461538,152901,0.0918895232863094,27,18726.7088061677
"307",11015,2016,147,70,60,175,5,1,35,0.95,186745,0.0948994618329808,126,31377.3073637407
"308",11016,2016,18,17,2,13,2,0,0,0.5,21942,0.127791450186856,0,15374.0796738929
"309",11017,2016,235,235,45,450,28,4,10,0.511111111111111,583325,0.092812754467921,59,27984.511474563
"310",11021,2016,34,32,7,42.5,5,1,0,0.714285714285714,50580,0.161348359035192,7,24339.1886683851
"311",11022,2016,13,13,2,10,1,1,0,0.5,23697,0.107481959741739,0,15887.0720316776
"312",11023,2016,58,56,12,125,10,2,0,0.333333333333333,150697,0.122875704227689,9,18324.2417657046
"313",11024,2016,7,0,2,10,2,0,0,0,12013,0.131773911595771,0,19047.5594620354
"314",11026,2016,2,0,5,15.7,2,2,1,0,60524,0.103182208710594,4,17477.5116798455
"315",11027,2016,119,49,32,236.661,20,11,1,0.71875,275779,0.111672752457584,23,31312.184564782
"316",11028,2016,29,28,7,61,5,0,1,1,101058,0.156009420332878,13,19694.8576963571
"317",11029,2016,13,11,2,5,1,1,0,0.5,40181,0.105024762947662,0,14235.5444184687
"318",11030,2016,40,40,14,60.79,4,2,1,0.214285714285714,114340,0.101897848521952,9,17420.6860638828
"319",11031,2016,68,65,23,110,8,11,4,0.347826086956522,120698,0.0862814628245704,7,31688.4833238538
"320",11032,2016,86,82,6,50,0,5,1,0.166666666666667,80071,0.0742216283048794,20,27042.6305412833
"321",11033,2016,8,0,10,66.69,5,0,1,0,122101,0.084536572182046,14,20370.3166267033
"322",11035,2016,64,61,8,56,3,1,4,0.5,83829,0.0913049183456799,6,18860.9604931866
"323",11036,2016,9,7,3,10,2,0,0,0.333333333333333,6855,0.18001458789205,0,16931.5530986325
"324",11037,2016,92,0,12,140,11,1,0,1,192876,0.0852050021775649,29,23139.5793985335
"325",11038,2016,8,8,5,8.363,3,2,0,0.2,12379,0.156878584699895,0,14736.8803283865
"326",11039,2016,19,12,4,28,4,0,0,0.25,34001,0.139878238875327,3,17874.2712628602
"327",11040,2016,7,0,3,2.44,0,3,0,0.666666666666667,19117,0.097034053460271,0,16069.2496662216
"328",11041,2016,45,42,8,60,8,0,0,0.125,63452,0.119744058500914,19,21472.3137584855
"329",11043,2016,14,9,1,10,0,1,0,1,20235,0.1156906350383,0,18397.8530161427
"330",11044,2016,6,0,3,45,3,0,0,0,59440,0.0875,0,22343.3027243284
"331",11045,2016,4,0,1,4,1,0,0,0,11655,0.13968253968254,4,17778.7015706806
"332",11046,2016,24,0,7,30.43,0,0,0,0,69559,0.158642303655889,8,21059.8128055879
"333",12001,2016,1084,607,65,953.901,59,3,0,0.861538461538462,814809,0.117870568439966,428,24987.2417123518
"334",12002,2016,4,0,1,4,1,0,0,1,27224,0.117616808698207,0,10119.8047988454
"335",12003,2016,27,0,3,10,0,3,0,0,38120,0.114087093389297,0,12231.1554036287
"336",12004,2016,4,0,1,4,1,0,0,1,19447,0.101403815498534,3,11074.1356113187
"337",12005,2016,3,0,1,3.5,0,0,1,1,6661,0.122203873292298,3,12034.1071277942
"338",12006,2016,6,0,1,10,0,1,0,1,10913,0.165490699166132,3,25900.3077476182
"339",12007,2016,13,0,3,33,2,0,0,1,31251,0.141883459729289,8,20315.5961852053
"340",12008,2016,4,0,1,3,1,0,0,1,8799,0.158199795431299,0,10520.1297709924
"341",12009,2016,2,0,1,1,1,0,0,1,5430,0.109576427255985,0,10134.4683195592
"342",12010,2016,4,0,1,1,0,0,1,1,27386,0.0765354560724458,0,6712.13063268093
"343",12011,2016,24,1,6,67.71,2,4,0,0.333333333333333,60195,0.140161142952072,15,18258.5593231484
"344",12012,2016,37,34,2,17,1,1,0,1,71121,0.0770658455308559,9,14817.7699009111
"345",12013,2016,11,0,1,7.5,1,0,0,1,14952,0.143793472445158,0,15146.3428132206
"346",12014,2016,14,0,2,3.5,2,0,0,1,15378,0.179997398881519,3,21215.367908449
"347",12015,2016,25,4,5,14,2,1,2,0.4,13406,0.155676562733105,3,18286.5736317472
"348",12016,2016,5,0,1,5,0,1,0,1,12665,0.121358073430715,0,13076.9839816934
"349",12017,2016,9,0,3,12,1,1,1,0.333333333333333,13207,0.164382524418869,0,18021.6964228166
"350",12018,2016,11,0,2,9,0,2,0,0,14438,0.129796370688461,23,15589.8445499826
"351",12019,2016,11,0,2,5.6,1,1,0,1,14948,0.0933904201230934,0,8678.52440133374
"352",12020,2016,7,0,1,1,0,1,0,1,20459,0.0862212229336722,0,10394.5759438104
"353",12021,2016,47,0,8,35,2,5,0,0.375,76875,0.121938211382114,15,15966.980168593
"354",12022,2016,11,0,4,24,0,0,2,1,38389,0.149001015916018,5,15752.7245266499
"355",12023,2016,13,9,3,4,3,0,0,1,27535,0.110586526239332,8,16914.7243012067
"356",12024,2016,5,0,1,2,0,1,0,1,7777,0.108010801080108,0,12286.0804048355
"357",12025,2016,3,0,1,6,1,0,0,0,16675,0.11808095952024,0,10457.5343994848
"358",12026,2016,3,1,1,5.6,0,1,0,1,8438,0.180730030812989,0,11246.8009625301
"359",12027,2016,7,0,3,10,1,0,1,0.333333333333333,19418,0.181223606962612,3,15275.3255554428
"360",12028,2016,22,0,8,27.5,4,3,1,0.5,131682,0.0951914460594462,17,12775.2196677871
"361",12029,2016,210,99,23,350,6,15,2,0.826086956521739,279384,0.0845073447298342,72,26757.6900829069
"362",12030,2016,26,5,3,8,0,1,2,1,20991,0.111047591825068,7,16529.3507030604
"363",12031,2016,2,0,1,9,0,0,1,1,5676,0.167547568710359,0,13514.7533742331
"364",12032,2016,7,0,3,12,3,0,0,1,37491,0.0779120322210664,4,12532.6553112419
"365",12033,2016,12,3,2,43,1,0,0,1,15466,0.127440837967154,5,14496.7381451152
"366",12034,2016,12,10,5,19.13,5,0,0,0.6,37040,0.172624190064795,7,16942.3002969264
"367",12035,2016,110,105,15,103.35,13,2,0,0.666666666666667,153919,0.123285624256914,54,25668.4458995521
"368",12036,2016,2,0,2,11,2,0,0,1,11497,0.0934156736539967,3,14521.6483400667
"369",12037,2016,2,0,1,6,1,0,0,1,6094,0.168690515260912,0,9547.82767191384
"370",12038,2016,130,67,25,137.14,12,13,0,0.52,126147,0.0866687277541281,276,26196.1719219912
"371",12039,2016,10,1,2,5,0,2,0,0,24995,0.125225045009002,3,18111.3871208354
"372",12040,2016,10,1,3,16,1,2,0,0.333333333333333,26666,0.0911272781819546,0,12652.4684210526
"373",12041,2016,3,0,1,1.4,0,0,1,1,24781,0.0926919817602195,0,9642.29836891659
"374",12042,2016,8,1,2,5.5,0,2,0,0,18691,0.101225188593441,0,10939.0629550321
"375",12043,2016,3,0,2,3.5,1,0,0,1,19552,0.0804521276595745,0,11408.3521681997
"376",12044,2016,7,2,1,6,1,0,0,1,13027,0.128348814001689,0,18026.0479569366
"377",12045,2016,7,0,2,18.3,2,0,0,1,25635,0.101189779598206,6,11654.7182709223
"378",12046,2016,102,20,9,81.5,8,0,0,0.888888888888889,68908,0.0866662796772508,33,18167.1802412027
"379",12047,2016,3,0,1,6,0,0,1,0,6864,0.132575757575758,0,11592.6492335437
"380",12048,2016,38,0,7,21.37,3,4,0,0,44120,0.118993653671804,27,19823.4339242669
"381",12049,2016,7,0,2,2.8,2,0,0,1,13168,0.134948359659781,4,15839.7928705441
"382",12050,2016,77,0,6,65,5,0,1,1,37586,0.107540041504816,31,18897.3177866421
"383",12051,2016,8,4,2,12,2,0,0,1,36166,0.10606647127136,0,13799.6978874556
"384",12052,2016,25,0,3,25,2,1,0,0.666666666666667,43933,0.0861766781235063,7,11637.8790457214
"385",12053,2016,45,18,4,36,4,0,0,0.75,49639,0.124075827474365,7,15463.7777285529
"386",12054,2016,20,0,2,6,2,0,0,1,27822,0.111278844080224,3,14685.2960923862
"387",12055,2016,50,22,15,70,4,1,10,0.533333333333333,109289,0.12366294869566,52,17740.701874181
"388",12056,2016,12,0,3,6,0,3,0,0,47359,0.113811524736586,0,11206.8026548673
"389",12057,2016,80,8,7,18.75,5,1,0,1,65078,0.140815636620671,16,21536.1481510483
"390",12058,2016,16,0,7,16,3,2,0,0.428571428571429,58099,0.141947365703368,9,16872.2320581346
"391",12059,2016,5,3,3,12,1,2,0,0.333333333333333,31825,0.170023566378633,0,15761.5227185949
"392",12060,2016,3,0,1,1.97,1,0,0,1,14964,0.131515637530072,0,10623.75
"393",12061,2016,29,5,9,40,2,0,5,0.222222222222222,43172,0.114611322153247,8,20079.9781675958
"394",12062,2016,2,0,1,9,1,0,0,0,23064,0.0865851543531044,3,14132.1644908616
"395",12063,2016,3,0,1,1,0,0,1,1,9710,0.0973223480947477,0,13717.7490566038
"396",12064,2016,13,0,2,7,0,1,1,0.5,12586,0.190529159383442,0,16463.3983182809
"397",12065,2016,5,0,2,8,2,0,0,1,7469,0.13535948587495,0,11083.3302578019
"398",12066,2016,122,10,7,35,1,2,4,0.714285714285714,89277,0.0773883531032629,16,16358.163648579
"399",12067,2016,42,0,3,12,1,0,2,0.333333333333333,22030,0.141988197911938,6,17586.0829561659
"400",12068,2016,34,0,4,31.7,4,0,0,1,26576,0.137831125827815,26,20564.9587087087
"401",12069,2016,2,0,1,2,1,0,0,1,11623,0.122085520089478,0,8342.40431751743
"402",12070,2016,8,0,2,6.5,1,0,1,1,7225,0.164982698961938,0,12406.6399542072
"403",12071,2016,9,0,2,12,1,1,0,1,28989,0.0863775915002242,3,9256.81774924038
"404",12072,2016,5,0,1,1,0,0,1,1,11362,0.077275127618377,0,11293.5550641309
"405",12073,2016,15,0,1,17,1,0,0,0,18085,0.150179706939453,4,14371.4662649306
"406",12074,2016,8,0,2,3.25,2,0,0,1,22748,0.115174960436082,0,7581.5794201715
"407",12075,2016,22,0,10,35,10,0,0,0.6,52348,0.0980171162222052,7,18744.1451338769
"408",12076,2016,3,0,1,1,0,1,0,1,37180,0.0554868208714363,0,7142.14150714805
"409",12077,2016,19,0,3,20,2,1,0,0.333333333333333,13894,0.112926443068951,22,18197.7823776224
"410",12078,2016,2,0,1,1.5,1,0,0,1,18394,0.0822007176253126,0,9521.13539967374
"411",12079,2016,8,1,2,2.9,0,0,2,1,18058,0.0666740502824233,0,8864.53562005277
"412",12080,2016,3,0,1,5,0,0,1,0,7658,0.146644032384435,0,13420.8260869565
"413",12081,2016,3,0,2,5,1,0,0,1,11232,0.0867165242165242,0,12222.2744669218
"414",13001,2016,16,0,3,8,3,0,0,0.666666666666667,21237,0.103357348024674,0,18487.1215213358
"415",13002,2016,40,0,5,20,0,5,0,0.6,44412,0.0793929568585067,7,13793.2671906777
"416",13003,2016,70,65,7,18,7,0,0,0,56855,0.111388620174127,15,22023.2392294814
"417",13004,2016,12,0,2,2.6,2,0,0,0.5,9140,0.120459518599562,0,15370.2762674504
"418",13005,2016,7,0,2,9.2,2,0,0,1,18573,0.140418887632585,14,22067.3792247207
"419",13006,2016,5,3,1,11,1,0,0,1,20623,0.152014740823353,0,13472.7883887253
"420",13007,2016,5,4,2,8,2,0,0,0.5,12633,0.11557033167102,0,17858.2998415214
"421",13008,2016,43,33,7,26.5,6,1,0,0.714285714285714,44979,0.116165321594522,11,20933.5048813398
"422",13009,2016,7,0,3,30,3,0,0,0.333333333333333,19094,0.0898187912433225,0,21418.4569403426
"423",13010,2016,23,5,5,24,4,0,1,0.2,30239,0.104732299348523,12,34408.5022892996
"424",13011,2016,31,0,2,8,0,1,1,0,19992,0.154011604641857,0,12361.2877263582
"425",13012,2016,13,6,3,12,3,0,0,1,27532,0.123238413482493,7,17907.1282622379
"426",13013,2016,19,0,5,26,4,1,0,0,40061,0.0774568782606525,9,27231.5617298864
"427",13014,2016,15,0,3,9.35,0,0,3,0.666666666666667,17203,0.189734348660117,7,11711.3821662469
"428",13015,2016,9,3,1,2.7,0,1,0,0,18331,0.148709835797283,4,15379.0361781885
"429",13016,2016,68,30,6,45,3,3,0,0.166666666666667,59061,0.105501092091228,4,17118.6786958846
"430",13017,2016,22,0,3,6,1,1,1,0,14093,0.15936989995033,0,14395.169857937
"431",13018,2016,31,0,3,6,0,0,3,0.666666666666667,24273,0.13129815020805,9,12486.1350782893
"432",13019,2016,6,0,2,15,0,0,0,1,18316,0.116892334570867,0,16458.2099164848
"433",13021,2016,8,3,1,7,1,0,0,1,15119,0.119849196375422,3,20847.6860759494
"434",13022,2016,7,0,2,6,0,1,1,0,14866,0.125319521054756,0,23928.008159796
"435",13023,2016,7,6,3,20,3,0,0,0.333333333333333,36266,0.115342193790327,0,22624.9984920076
"436",13024,2016,11,10,3,10,1,2,0,0.666666666666667,17837,0.120479901328699,37,18345.2407072692
"437",13025,2016,30,10,2,1,0,1,1,0.5,20969,0.229624684057418,0,12076.3130127071
"438",13027,2016,26,0,2,7,2,0,0,1,26474,0.143877011407419,0,11270.0468595625
"439",13028,2016,98,44,10,80,6,2,2,1,131322,0.113377804175995,36,16601.5705136682
"440",13029,2016,38,11,5,16,5,0,0,1,46300,0.12561555075594,18,22019.7196052281
"441",13030,2016,43,39,10,120,6,1,1,0.6,94930,0.103634256820815,53,20086.0193003619
"442",13031,2016,16,4,3,8,1,0,2,0.666666666666667,13518,0.174212161562361,5,18427.3497932072
"443",13032,2016,15,0,2,8.5,1,1,0,0.5,11995,0.144893705710713,0,11681.1544885177
"444",13033,2016,7,0,1,12,0,1,0,1,3091,0.203170494985442,0,13686.9357045144
"445",13034,2016,8,0,1,9,1,0,0,1,9385,0.15631326584976,0,13176.2165512213
"446",13035,2016,8,0,2,5,2,0,0,0,11875,0.101726315789474,0,16759.3307984791
"447",13036,2016,32,9,2,1.2,0,1,1,0,9452,0.177528565382988,0,15153.1452816386
"448",13037,2016,5,0,2,10,0,2,0,0,19809,0.168812156090666,3,14610.3610947616
"449",13038,2016,6,2,2,1.5,1,0,1,0,9238,0.110088763801689,19,19208.1578735401
"450",13039,2016,27,15,3,12,2,1,0,0,14795,0.108685366677932,20,25347.5404370354
"451",13040,2016,5,0,1,3,1,0,0,1,10076,0.16901548233426,3,12201.1998269896
"452",13041,2016,9,4,2,40,2,0,0,0,46902,0.107053004136284,6,21900.2728552803
"453",13042,2016,9,4,2,8,1,1,0,0.5,11663,0.159735917002486,5,17651.9295704296
"454",13043,2016,4,0,1,2,0,1,0,0,7114,0.171352263143098,3,10451.004708439
"455",13044,2016,8,8,3,4.86,2,0,0,1,17142,0.164274880410687,3,17083.3085465958
"456",13046,2016,39,0,5,35,0,5,0,0,38906,0.140106924381843,4,11038.9232628399
"457",13047,2016,6,0,1,3,1,0,0,1,5157,0.176847004072135,0,15241.6608287057
"458",13048,2016,73,0,15,380,15,0,0,0.933333333333333,279278,0.112497224987289,30,38261.8675908163
"459",13049,2016,12,1,2,6,0,0,2,0.5,17206,0.128792281762176,3,11136.7167436005
"460",13050,2016,3,3,3,50,3,0,0,0,23698,0.127225926238501,5,23408.6598850999
"461",13051,2016,210,65,68,98.5,17,0,51,0.25,154730,0.0679894008918762,18,37843.7784226439
"462",13052,2016,4,2,3,17,3,0,0,0.333333333333333,36883,0.100940812840604,0,28492.22650949
"463",13053,2016,14,5,2,7,2,0,0,1,19156,0.145437460847776,6,15259.649197861
"464",13054,2016,12,0,10,10,0,4,6,0.1,36102,0.112597640019943,0,18848.5353033295
"465",13055,2016,9,0,6,3.5,0,0,0,0,17236,0.119227198886052,0,17439.455464684
"466",13056,2016,12,0,2,19.6,2,0,0,0.5,38051,0.09602901369215,5,22295.6793254683
"467",13057,2016,24,22,3,5.5,0,3,0,0.333333333333333,16512,0.11827761627907,0,17952.733582743
"468",13058,2016,1,0,2,18,1,1,0,0.5,16311,0.144994175709644,3,15947.7222551929
"469",13059,2016,20,2,5,15,3,2,0,0.4,38195,0.118889907055897,18,14729.5018257516
"470",13060,2016,18,10,1,7,1,0,0,1,19078,0.124646189328022,0,12651.465
"471",13063,2016,83,77,23,41.97,15,1,4,0.739130434782609,88808,0.0966354382488064,14,25778.4051018771
"472",13065,2016,8,0,2,12.82,0,2,0,1,11726,0.0996929899368924,0,22807.0832625319
"473",13066,2016,11,10,2,16,2,0,0,1,12565,0.0907282132908874,0,21855.2588585339
"474",13067,2016,7,1,3,40,1,2,0,0,54006,0.0928970855090175,7,19330.3609925293
"475",13068,2016,5,3,1,7,1,0,0,1,15339,0.147793206858335,3,12312.3896678967
"476",13070,2016,4,3,1,10,1,0,0,0,19836,0.0904920346844122,9,23560.9188455008
"477",13072,2016,5,3,1,7,0,1,0,0,10361,0.120644725412605,0,25228.1633746234
"478",13073,2016,9,3,1,7,1,0,0,1,40450,0.106402966625464,3,11179.0398108667
"479",13074,2016,13,12,3,30,3,0,0,0.333333333333333,28836,0.0958524067138299,4,23964.2379603399
"480",13075,2016,2,0,6,9,0,6,0,0,17434,0.0924056441436274,0,22969.3497239022
"481",13076,2016,53,36,16,70,16,0,0,0.5625,110128,0.110952709574314,45,32192.3953764078
"482",13077,2016,160,0,19,116.6,13,2,1,0.631578947368421,162966,0.0979099934955758,35,24225.2225677866
"483",13078,2016,12,0,1,1,0,0,1,0,19889,0.129719945698627,0,7692.51144435675
"484",13079,2016,4,0,1,2,1,0,0,0,7783,0.198766542464345,0,14499.9067288474
"485",13081,2016,9,0,5,15,1,1,0,0,35177,0.0930437501776729,9,19835.5979173308
"486",13083,2016,34,2,19,30.6,1,2,16,0.105263157894737,46630,0.104760883551362,3,25711.7642272339
"487",13084,2016,41,29,5,18,2,2,0,0,40538,0.12807735951453,9,20661.6191760502
"488",14001,2016,9,8,3,32.3,2,0,0,0.333333333333333,21595,0.119009029868025,0,24854.3448050889
"489",14002,2016,8,4,4,18.5,1,0,3,0,22065,0.12087015635622,0,26765.0780204589
"490",14003,2016,14,2,5,17.3,2,2,0,0.6,23692,0.11446901907817,8,28560.1196682464
"491",14004,2016,10,1,2,4.44,1,0,1,0.5,5353,0.140855594993462,0,20454.459197787
"492",14005,2016,15,0,3,16,0,3,0,0,15483,0.0878382742362591,0,21891.1676168757
"493",14006,2016,62,28,7,85,6,1,0,0.857142857142857,61673,0.145379663710214,8,26100.1014815449
"494",14007,2016,7,2,1,8,1,0,0,0,9525,0.14498687664042,0,20742.268561562
"495",14008,2016,30,29,8,60,8,0,0,0.125,77977,0.0926683509239904,12,26434.2772064741
"496",14009,2016,13,10,3,15.2,2,1,0,0.666666666666667,20371,0.0793775465121987,0,25458.2439667046
"497",14010,2016,7,0,2,3,2,0,0,1,6729,0.103135681379105,4,19056.3871653962
"498",14011,2016,4,4,2,7,2,0,0,0,5490,0.1816029143898,0,16456.675560946
"499",14012,2016,6,0,2,4,2,0,0,0,3856,0.188278008298755,6,26163.2458670419
"500",14013,2016,57,46,9,65,5,4,0,0.222222222222222,61033,0.102387233136172,7,25496.4076849023
"501",14014,2016,15,0,2,6.42,0,2,0,0,8262,0.167150810941661,0,20248.9898734177
"502",14015,2016,52,39,17,90.663,5,4,0,0.294117647058824,61175,0.109342051491622,14,32009.08920334
"503",14016,2016,26,23,7,66,5,0,2,0.857142857142857,37897,0.114072354012191,5,19671.8602175422
"504",14017,2016,20,15,3,11,3,0,0,0,12411,0.159133027153332,0,21005.9159511975
"505",14018,2016,48,47,12,75,3,7,2,0.75,65212,0.114963503649635,11,23446.7948757764
"506",14019,2016,11,0,2,3.5,0,0,2,1,7445,0.0631296171927468,3,26111.1445214979
"507",14020,2016,15,7,2,5,2,0,0,0.5,10358,0.145491407607646,4,24153.1595013991
"508",14021,2016,19,13,6,14.63,3,3,0,0.666666666666667,21606,0.140701656947144,0,24141.5808903366
"509",14022,2016,45,37,8,56.28,6,2,0,0.625,41756,0.112893955359709,135,26702.5049749813
"510",14023,2016,79,0,19,120,3,10,0,0.473684210526316,106401,0.109585436227103,15,32074.5481084171
"511",14024,2016,21,20,5,48,3,2,0,0.2,26790,0.151026502426278,5,23587.9862503581
"512",14025,2016,36,23,6,33.95,3,2,1,0.333333333333333,17820,0.125308641975309,7,25430.3524984319
"513",14026,2016,10,0,2,4.78,1,1,0,1,6119,0.144468050335022,3,24336.35955925
"514",14027,2016,12,0,3,11.13,3,0,0,0,18301,0.124364788809355,0,17122.4323529412
"515",14028,2016,6,0,2,2,0,1,1,0,2110,0.188625592417062,0,22112.5612177366
"516",14029,2016,5,0,2,10,1,1,0,0,18017,0.154631736693123,3,18297.5033629271
"517",14030,2016,68,47,12,67,4,0,8,0.833333333333333,51118,0.157830901052467,41,29287.0504106485
"518",14031,2016,12,0,1,2,0,0,1,0,3305,0.134341906202723,0,15833.0234151913
"519",14032,2016,5,5,2,9,0,1,0,1,6160,0.119318181818182,3,16369.4677772907
"520",14033,2016,11,10,7,26.5,4,2,0,0.714285714285714,21548,0.129199925747169,0,21101.2356564019
"521",14034,2016,3,2,2,1.5,1,1,0,0.5,1818,0.215621562156216,0,19999.2910140148
"522",14035,2016,38,37,10,39.01,1,9,0,0.7,53987,0.116398392205531,4,21408.1890330037
"523",14036,2016,14,7,4,18.21,3,1,0,0.5,20090,0.134245893479343,9,23209.9759795235
"524",14037,2016,30,23,3,16,2,1,0,0.333333333333333,24405,0.134767465683262,6,27328.4939940721
"525",14038,2016,5,0,1,1.3,1,0,0,1,4156,0.193695861405197,3,24672.535128313
"526",14039,2016,1026,914,295,1636.71,259,16,3,0.735593220338983,1453140,0.142953879185763,331,39725.0948230787
"527",14040,2016,9,8,1,4,0,1,0,0,9656,0.145194697597349,0,15040.7554461072
"528",14041,2016,10,0,2,5,0,1,1,0,5543,0.199711347645679,3,15944.7297450425
"529",14042,2016,11,0,2,7.33,0,2,0,0,8788,0.151228948566227,5,20752.6265801162
"530",14043,2016,49,32,15,47.786,5,5,0,0.933333333333333,24790,0.14336425978217,36,25012.6075138236
"531",14044,2016,62,44,13,45.87,11,0,2,0.615384615384615,55442,0.0635619205656362,0,25130.1466938486
"532",14045,2016,12,11,3,15,2,1,0,0.666666666666667,19083,0.12749567678038,3,25543.4749752419
"533",14046,2016,24,18,4,23.69,3,1,0,0.25,34143,0.108602056058343,6,23709.8227075105
"534",14047,2016,12,11,5,38,2,3,0,0.6,25127,0.105862219922792,3,22273.6517009311
"535",14048,2016,17,6,6,12.59,2,4,0,0,19636,0.145905479731106,0,21503.9120392781
"536",14049,2016,14,9,4,5.25,1,0,2,0.75,9991,0.125613051746572,0,20688.8682483594
"537",14050,2016,82,78,7,45,4,1,2,0.428571428571429,47392,0.108414922349764,20,26015.8198108013
"538",14051,2016,11,10,4,13,3,0,1,0.75,18902,0.0816844778330335,0,26685.7689044173
"539",14052,2016,7,7,2,4,2,0,0,1,5663,0.156101006533639,0,20543.1507600299
"540",14053,2016,54,43,10,84.257,8,0,2,0.6,167214,0.0936703864508953,18,25532.005356056
"541",14054,2016,14,12,3,5.148,3,0,0,0.666666666666667,5355,0.218300653594771,0,23464.397185301
"542",14055,2016,27,25,3,20,2,0,0,0.333333333333333,22907,0.116470947745231,7,21820.1008955901
"543",14056,2016,5,0,2,1.6,0,0,0,0.5,1930,0.180310880829016,0,22508.7509025271
"544",14057,2016,3,0,1,2.93,0,1,0,1,3675,0.167619047619048,5,22418.7614894331
"545",14058,2016,21,16,3,10.8,1,1,1,0,14523,0.162432004406803,17,28939.3767824337
