"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"1688",30187,2018,6,2,1,"pub",0,0,0,2,0,1,0,0,6024,0.0873173970783533,0,10035.1326633166
"1689",30188,2018,6,1,5,"pub",0,1,0,0,0,1,1,0,17051,0.122632103688933,0,13528.9516761637
"1690",30189,2018,153,22,80,"pub",48,21,1,0,0,1,0.636363636363636,0.272727272727273,152354,0.143212518214159,60,32061.6170817866
"1691",30191,2018,6,1,30,"pub",0,1,0,0,0,1,1,0,29877,0.178565451685243,17,28416.1472183982
"1692",30192,2018,14,3,6,"pub",2,3,0,0,0,1,0,0,20069,0.170760874981314,10,19967.1559497413
"1693",30193,2018,1023,75,600,"pub",637,50,0,25,0,1,0.88,0.12,596196,0.136507121818999,195,34379.4187105797
"1694",30194,2018,9,3,15,"pub",0,0,0,3,0,1,0,0,12163,0.0739126860149634,0,13159.1958788176
"1695",30196,2018,12,2,6,"pub",2,2,0,0,0,1,0.5,0,17814,0.15841472998765,0,19646.3928198706
"1696",30197,2018,7,1,8,"pub",5,0,0,1,0,1,1,0,11237,0.1835009344131,0,11183.0504409171
"1697",30199,2018,4,1,3,"pub",4,0,1,0,0,1,0,1,11664,0.0829903978052126,0,17935.7595491547
"1698",30201,2018,29,5,4,"pub",6,0,0,3,2,1,0.4,0,44403,0.110600635092223,3,12725.7256589564
"1699",30202,2018,7,2,2,"pub",0,0,0,2,0,1,0.5,0,14490,0.115113871635611,0,9058.09633357297
"1700",30203,2018,10,2,2,"pub",0,2,0,0,0,1,1,0,14306,0.146022647840067,5,8936.26708562451
"1701",30204,2018,105,5,48,"pub",40,5,0,0,0,1,1,0,44482,0.145834270041815,15,28184.0905495126
"1702",30205,2018,36,3,21,"pub",13,3,0,0,0,1,1,0,19344,0.153691066997519,5,20859.3033584144
"1703",30206,2018,77,7,60,"pub",34,2,0,5,0,1,0.571428571428571,0.428571428571429,28790,0.133032302882945,8,39927.4301914947
"1704",30207,2018,32,3,17,"pub",10,3,0,0,0,1,1,0,44999,0.141647592168715,11,20330.3397989235
"1705",30208,2018,21,2,30,"pub",9,2,0,0,0,1,0.5,0.5,23283,0.187776489284027,0,23949.7803875514
"1706",30209,2018,8,2,6,"pub",0,1,0,1,0,1,0.5,0.5,14897,0.0969993958515137,0,13538.7254374159
"1707",30210,2018,3,1,4,"pub",0,1,0,0,0,1,1,0,30178,0.100238584399231,7,11947.0905555883
"1708",30211,2018,18,3,32,"pub",0,2,0,1,0,1,0,0.666666666666667,30133,0.156804831911857,5,20221.7790546657
"1709",30212,2018,6,1,1,"pub",0,1,0,0,0,1,1,0,12929,0.131177972000928,0,9632.50075642965
"1710",31001,2018,12,7,4,"pub",0,0,1,6,0,1,0,0,6508,0.122771972956361,0,18982.5212784139
"1711",31002,2018,21,1,12,"pub",19,1,0,0,0,1,0,1,16489,0.101461580447571,0,22734.3542887236
"1712",31003,2018,11,2,3,"pub",0,0,0,2,0,1,0,0,11898,0.0892586989409985,0,13253.9547651266
"1713",31004,2018,20,2,5,"pub",0,0,0,2,0,1,0,1,6093,0.149679960610537,0,18703.478865084
"1714",31005,2018,5,1,1,"pub",0,0,0,1,0,1,0,0,2141,0.148061653432975,0,20332.6847215125
"1715",31006,2018,6,2,4,"pub",0,0,0,2,0,1,0,0.5,9053,0.141058212747156,0,15617.1845376315
"1716",31008,2018,17,1,2,"pub",0,0,0,1,0,1,0,1,3975,0.170314465408805,0,10924.0999627005
"1717",31009,2018,33,1,1,"pub",0,0,0,0,1,1,0,0,4512,0.182402482269504,0,15778.8605433376
"1718",31011,2018,14,1,5,"pub",0,0,0,1,0,1,1,0,8079,0.0893674959772249,16,17093.5364695727
"1719",31012,2018,6,2,2,"pub",0,0,0,2,0,1,0,0,3733,0.199571390302706,0,12445.4681960375
"1720",31013,2018,10,4,10,"mixed",0,0,1,3,0,1,0.5,0.5,15167,0.116239203533988,0,34556.7948387097
"1721",31015,2018,3,1,1,"pub",0,0,0,1,0,1,0,1,5438,0.108863552776756,0,17291.3623312621
"1722",31016,2018,8,2,3,"pub",0,0,2,0,0,1,0.5,0.5,3050,0.0911475409836066,0,11059.9669966997
"1723",31017,2018,2,1,1,"pub",0,0,0,1,0,1,NA,NA,4640,0.122629310344828,0,9774.44058176658
"1724",31019,2018,16,2,12,"pub",0,0,0,2,0,1,NA,NA,37842,0.078114264573754,0,11269.1998252258
"1725",31020,2018,19,1,4,"pub",0,0,0,1,0,1,0,0,4417,0.122707720172062,0,23506.1409310608
"1726",31021,2018,4,1,1,"pub",0,0,0,1,0,1,0,0,9112,0.0932835820895522,0,10837.9878942338
"1727",31022,2018,6,1,2,"pub",0,0,0,1,0,1,0,1,4322,0.0969458583988894,0,9364.96280087527
"1728",31023,2018,5,1,3,"pub",0,0,0,1,0,1,0,0,4794,0.137672090112641,0,21061.7487437186
"1729",31024,2018,4,1,2,"pub",0,0,1,0,0,1,0,1,3228,0.13816604708798,0,12668.0535777229
"1730",31025,2018,6,1,3,"pub",0,0,0,1,0,1,0,0,5789,0.109518051476939,0,11442.5975510204
"1731",31026,2018,12,1,1,"pub",0,0,0,1,0,1,0,0,3593,0.173949345950459,0,19704.8738965952
"1732",31027,2018,4,3,8,"mixed",0,0,1,2,0,1,0,0.5,8301,0.170099987953259,3,22311.593683312
"1733",31028,2018,20,2,3,"pub",0,0,0,2,0,1,0,1,2839,0.126100739697076,0,20108.2545655783
"1734",31029,2018,6,1,1,"pub",0,0,0,1,0,1,0,1,6177,0.162376558199773,0,17378.5554465162
"1735",31032,2018,6,1,3,"mixed",0,0,1,0,0,1,0,1,16539,0.111010339198259,4,12182.0302843016
"1736",31033,2018,10,3,2,"pub",0,0,0,3,0,1,0,0,20816,0.117986164488855,5,15985.2036474164
"1737",31034,2018,3,1,2,"pub",0,0,0,1,0,1,0,0,6421,0.130820744432331,0,15789.5705247488
"1738",31036,2018,10,5,8,"pub",0,0,5,0,0,1,0,0,7921,0.109582123469259,0,18142.2087804878
"1739",31037,2018,3,1,3,"pub",0,0,0,1,0,1,0,0,5169,0.129618881795318,0,14791.6216216216
"1740",31038,2018,16,4,21,"pub",9,0,0,4,0,1,0,0,34259,0.0979596602352666,3,18947.0017849325
"1741",31039,2018,5,2,2,"pub",0,0,0,2,0,1,0,0,4107,0.110056001947894,0,20006.7415849457
"1742",31040,2018,10,4,4,"pub",0,0,0,4,0,1,0,0.25,28044,0.130830124090715,17,18281.1327956762
"1743",31041,2018,39,5,60,"pub",0,4,0,1,0,1,0,1,129293,0.0639477775285592,17,24171.5926221867
"1744",31042,2018,12,2,4,"pub",0,0,0,2,0,1,0,0,5542,0.143630458318297,0,13993.5548405967
"1745",31043,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,3273,0.0892147876565842,0,11688.1021276596
"1746",31044,2018,10,2,5,"pub",0,0,0,2,0,1,1,0,7339,0.106281509742472,0,16652.5535200606
"1747",31046,2018,4,1,1,"pub",0,0,1,0,0,1,0,0,3216,0.127176616915423,0,13360.2442002442
"1748",31047,2018,10,1,4,"pub",0,0,0,1,0,1,0,0,5826,0.122554067971164,0,13779.853668676
"1749",31048,2018,6,2,2,"pub",0,0,0,2,0,1,0,0,23536,0.109449354180829,0,19227.1147302603
"1750",31049,2018,9,1,3,"pub",0,0,0,1,0,1,0,0,3829,0.0775659441107339,0,10841.436440678
"1751",31050,2018,598,88,828,"mixed",514,74,1,6,7,4,0.761363636363636,0.227272727272727,962252,0.134558306971563,257,38946.6724396387
"1752",31051,2018,2,1,1,"pub",0,0,0,1,0,1,0,1,3359,0.142304257219411,0,19792.0695652174
"1753",31052,2018,21,1,6,"mixed",6,0,0,1,0,2,NA,NA,37042,0.130527509313752,0,20575.9231081292
"1754",31053,2018,14,2,5,"pub",0,0,0,2,0,1,1,0,13264,0.129221954161641,0,16934.667897701
"1755",31055,2018,11,3,2,"pub",0,0,0,3,0,1,0,0,6925,0.106425992779783,0,15860.7334337349
"1756",31056,2018,20,5,35,"pub",0,1,0,4,0,1,0.4,0.6,32949,0.100610033688428,13,15580.2219228414
"1757",31057,2018,7,2,1,"pub",0,0,0,2,0,1,0,1,7701,0.150370081807557,0,18843.4547611985
"1758",31058,2018,14,3,2,"pub",0,0,1,2,0,1,0,0,25599,0.119770303527482,6,13585.1553355656
"1759",31059,2018,89,35,75,"pub",86,0,31,4,0,2,0.285714285714286,0.285714285714286,63598,0.125790119186138,47,27976.3106681838
"1760",31061,2018,19,2,6,"pub",0,0,1,1,0,1,1,0,3870,0.121447028423773,11,18132.1491477273
"1761",31062,2018,8,1,2,"pub",0,0,0,1,0,1,0,1,4885,0.116069600818833,0,16048.6855745721
"1762",31063,2018,14,1,1,"pub",0,0,0,1,0,1,0,1,5504,0.105014534883721,0,18094.8967615736
"1763",31065,2018,8,1,3,"pub",0,0,0,1,0,1,1,0,2063,0.127968977217644,0,21007.4260089686
"1764",31066,2018,9,2,2,"pub",0,0,1,1,0,1,0,0.5,4145,0.110012062726176,6,12676.4772151899
"1765",31067,2018,11,2,4,"pub",0,0,2,0,0,1,0,0,9900,0.118686868686869,0,20651.7436135625
"1766",31069,2018,3,3,3,"pub",0,0,2,1,0,1,0,0,8865,0.127129159616469,0,15028.0416833667
"1767",31070,2018,3,1,8,"pub",0,0,0,1,0,1,1,0,3962,0.165068147400303,0,18269.9770655689
"1768",31074,2018,3,1,1,"pub",0,0,0,1,0,1,0,0,3737,0.168049237356168,0,15486.7737684343
"1769",31075,2018,8,2,1,"pub",0,0,2,0,0,1,0,1,6781,0.109128447131691,0,14185.3337730871
"1770",31076,2018,16,2,15,"pub",0,0,0,2,0,1,0.5,0.5,17592,0.115109140518417,0,19326.4900031338
"1771",31077,2018,12,1,1,"pub",0,0,0,1,0,1,0,0,2670,0.139700374531835,0,11951.4388059701
"1772",31078,2018,5,2,2,"pub",0,0,0,2,0,1,0,0,3731,0.170195658000536,0,17023.0654205607
"1773",31079,2018,34,4,12,"pub",0,1,2,1,0,1,0,0.25,44163,0.105087969567285,7,17215.7495054541
"1774",31080,2018,23,4,8,"pub",0,0,0,4,0,1,0,1,10796,0.100037050759541,0,15584.5700903312
"1775",31082,2018,4,1,2,"pub",0,0,0,1,0,1,0,1,3525,0.19886524822695,0,19642.9278083522
"1776",31084,2018,4,1,2,"pub",0,0,0,1,0,1,0,1,6993,0.156442156442156,0,14426.1603833866
"1777",31085,2018,9,2,8,"pub",0,0,0,2,0,1,0,1,16305,0.106163753449862,4,12341.5828051805
"1778",31087,2018,7,1,4,"pub",0,0,0,1,0,1,0,0,5317,0.105698702275719,0,15323.9052698955
"1779",31088,2018,7,1,2,"pub",0,0,1,0,0,1,0,1,1929,0.177812337998963,0,14442.9340369393
"1780",31089,2018,24,4,46,"pub",0,0,0,4,0,1,0,0,39933,0.114291438158916,15,20655.9950236377
"1781",31090,2018,5,2,3,"pub",0,0,0,2,0,1,0,0,7369,0.0998778667390419,0,18733.5758651287
"1782",31091,2018,12,1,3,"pub",12,0,0,1,0,1,0,0,12445,0.101968662113299,15,14947.2602500727
"1783",31092,2018,5,1,1,"pub",0,0,0,1,0,1,0,1,7641,0.0917419185970423,0,9611.73771910842
"1784",31093,2018,5,1,5,"pub",0,0,0,1,0,1,0,0,18168,0.133036107441656,4,24293.4373259053
"1785",31094,2018,3,1,1,"pub",0,0,0,1,0,1,0,0,5306,0.0996984545797211,0,11264.6202531646
"1786",31095,2018,4,1,2,"pub",0,0,0,1,0,1,0,1,5628,0.137704335465529,0,20365.6001628665
"1787",31096,2018,34,4,16,"pub",29,1,0,3,0,1,1,0,79162,0.115080467901266,30,17141.2683537397
"1788",31097,2018,10,1,3,"pub",0,0,0,1,0,1,1,0,3640,0.159340659340659,0,11839.9556881125
"1789",31098,2018,13,1,6,"pub",0,0,0,1,0,1,NA,NA,15083,0.106079692368892,4,12956.9629300382
"1790",31099,2018,3,1,3,"pub",0,0,0,1,0,1,0,0,4110,0.106082725060827,0,10740.8289837274
"1791",31100,2018,26,1,2,"pub",0,0,0,1,0,1,0,0,3933,0.11721332316298,0,20304.7207623448
"1792",31101,2018,153,8,25,"mixed",52,2,3,2,1,3,0,0.25,65513,0.0854486895730618,7,24110.3849142054
"1793",31102,2018,150,5,27,"pub",135,0,0,5,0,1,0,0.2,83209,0.0990517852636133,34,19315.7611618487
"1794",31103,2018,3,1,1,"pub",0,0,0,1,0,1,NA,NA,3412,0.123974208675264,0,15815.8747896331
"1795",31104,2018,10,2,15,"pub",0,0,0,2,0,1,0,0.5,16042,0.105535469392844,0,12648.862138534
"1796",31105,2018,9,1,1,"pub",0,0,0,1,0,1,0,0,3204,0.116104868913858,0,19686.8559261888
"1797",32001,2018,8,2,11,"pub",7,1,0,1,0,1,0.5,0.5,6274,0.171979598342365,5,15510.8183745583
"1798",32002,2018,4,1,4,"pub",2,1,0,0,0,1,0,1,4957,0.152108129917289,0,15102.8665263158
"1799",32003,2018,3,1,1,"pub",2,1,0,0,0,1,1,0,2356,0.23641765704584,0,18165.1903945111
"1800",32004,2018,5,1,9,"pub",3,1,0,0,0,1,0,1,4468,0.152641002685765,3,17264.8276985743
"1801",32005,2018,15,6,58,"pub",8,6,0,0,0,1,0,1,44589,0.0809616721612954,6,21381.3806695884
"1802",32006,2018,8,2,6,"pub",4,2,0,0,0,1,0.5,0.5,8255,0.146093276801938,0,16071.606103764
"1803",32007,2018,16,4,7,"pub",9,2,0,2,0,1,0.5,0.25,12251,0.152477348787854,9,27839.7060702875
"1804",32008,2018,5,2,18,"pub",1,1,1,0,0,1,0.5,0.5,13155,0.112428734321551,0,14105.9452665721
"1805",32009,2018,15,2,7,"pub",8,1,0,1,0,1,0.5,0.5,10181,0.17051370199391,0,18431.4506731946
"1806",32010,2018,288,9,120,"pub",141,6,1,2,0,1,0.777777777777778,0.222222222222222,235051,0.102058702154001,52,24742.8256507394
"1807",32011,2018,4,1,7,"pub",0,0,1,0,0,1,1,0,3293,0.19465532948679,0,20699.8144329897
"1808",32012,2018,5,1,4,"pub",4,0,1,0,0,1,1,0,8152,0.124263984298332,0,13435.2888711925
"1809",32013,2018,6,2,3,"pub",3,0,2,0,0,1,1,0,6494,0.114413304588851,0,21154.5650040883
"1810",32014,2018,6,1,7,"pub",1,0,1,0,0,1,1,0,20550,0.151046228710462,0,15559.4266043767
"1811",32016,2018,14,2,17,"pub",5,0,2,0,0,1,1,0,23290,0.119836839845427,0,14082.2310919029
"1812",32017,2018,96,30,120,"priv",43,29,1,0,0,1,0.566666666666667,0.333333333333333,201391,0.0776052554483567,16,35541.3886179263
"1813",32018,2018,4,1,2,"pub",3,1,0,0,0,1,1,0,4498,0.205646954201867,0,17295.4837049743
"1814",32019,2018,15,4,26,"pub",14,4,0,0,0,1,0.5,0.5,24949,0.148543027776664,6,19853.8726101194
"1815",32020,2018,24,10,50,"pub",23,8,1,1,0,1,0.5,0.4,59450,0.161497056349874,17,22673.3410872974
"1816",32022,2018,23,5,23,"pub",22,0,3,2,0,1,1,0,19911,0.132338908141228,6,17960.7484066385
"1817",32023,2018,11,2,10,"pub",11,1,0,0,1,1,1,0,12260,0.184339314845024,5,22851.3403492541
"1818",32024,2018,38,5,52,"pub",17,0,5,0,0,1,0,0.8,52637,0.0919315310523016,7,17615.3249125812
"1819",32025,2018,8,2,4,"pub",2,1,0,1,0,1,0,0,12994,0.117823610897337,0,15768.5179105919
"1820",32026,2018,17,5,6,"pub",1,0,1,4,0,1,0.4,0.6,17781,0.146617175636916,0,16530.1452991453
"1821",32027,2018,43,1,2,"pub",2,1,0,0,0,1,1,0,2718,0.132082413539367,0,17461.4459759893
"1822",32028,2018,4,1,1,"pub",0,1,0,0,0,1,0,1,2480,0.180241935483871,0,17265.8721227621
"1823",32029,2018,15,3,25,"pub",5,3,0,0,0,1,0.666666666666667,0.333333333333333,23432,0.105710139979515,4,18626.6541097799
"1824",32030,2018,3,1,2,"pub",0,1,0,0,0,1,1,0,2465,0.210547667342799,0,20948.9671090594
"1825",32031,2018,7,1,7,"pub",6,1,0,0,0,1,1,0,8729,0.213884751976171,0,19465.0315605929
"1826",32032,2018,8,3,9,"pub",3,0,3,0,0,1,0,0,12861,0.108389705310629,0,25161.1698564593
"1827",32033,2018,8,3,1,"pub",0,0,2,1,0,1,0,0.333333333333333,4539,0.227362855254461,3,19183.126663381
"1828",32034,2018,32,7,25,"pub",30,3,4,0,0,1,0.428571428571429,0.571428571428571,27940,0.18117394416607,4,20192.1350347278
"1829",32035,2018,15,3,8,"pub",3,0,2,1,0,1,0,0.666666666666667,16151,0.111324376199616,0,14128.1020890816
"1830",32036,2018,33,5,32,"pub",32,2,0,3,0,1,0.2,0.2,43460,0.10483202945237,3,15877.0524799712
"1831",32037,2018,9,2,15,"pub",3,0,1,1,0,1,0,1,17435,0.0972755950673932,0,15713.3271028037
"1832",32038,2018,10,2,8,"pub",9,1,1,0,0,1,0,0.5,71764,0.117551975921075,5,14987.2066429146
"1833",32039,2018,51,12,85,"pub",16,6,0,6,0,1,1,0,64165,0.121623938284111,9,21033.7719179724
"1834",32040,2018,14,2,8,"pub",0,2,0,0,0,1,0,1,21781,0.124833570543134,0,12787.7647058824
"1835",32042,2018,76,6,47,"pub",7,4,1,1,0,1,0.333333333333333,0.666666666666667,63172,0.12299753055151,7,21397.0196448998
"1836",32044,2018,7,2,16,"pub",6,2,0,0,0,1,0,0.5,16400,0.142195121951219,4,17824.2961303111
"1837",32045,2018,6,1,5,"pub",5,1,0,0,0,1,1,0,8303,0.176562688184993,0,18321.0454950937
"1838",32046,2018,4,3,5,"pub",1,0,0,3,0,1,0.333333333333333,0.666666666666667,6610,0.245385779122542,0,15027.5490797546
"1839",32047,2018,6,2,6,"pub",2,0,0,2,0,1,0,0.5,5386,0.17322688451541,3,20566.4327545996
"1840",32048,2018,14,3,20,"pub",13,3,0,0,0,1,0.666666666666667,0.333333333333333,26941,0.132363312423444,15,22702.076847096
"1841",32049,2018,33,7,30,"pub",23,7,0,0,0,1,0.428571428571429,0.428571428571429,32635,0.175639650681783,7,17838.4232452302
"1842",32050,2018,9,2,7,"pub",6,2,0,0,0,1,1,0,10089,0.0994152046783626,0,17619.4727015559
"1843",32051,2018,18,4,10,"pub",18,3,1,0,0,1,0.5,0.25,34568,0.118722517935663,0,14986.9376606684
"1844",32052,2018,16,3,12,"pub",4,0,3,0,0,1,0,1,19277,0.105462468226384,0,18078.6188227
"1845",32053,2018,14,2,5,"pub",9,1,1,0,0,1,0,1,13149,0.118716252186478,0,14487.5281873374
"1846",32054,2018,14,1,7,"pub",5,0,0,1,0,1,0,1,19258,0.10499532661751,0,13341.1471010212
"1847",32055,2018,26,5,39,"pub",4,2,0,3,0,1,0.4,0.4,31123,0.174276258715419,6,17829.4616598296
"1848",32056,2018,257,40,110,"pub",8,9,25,6,0,1,0.6,0.25,147320,0.118653271789302,65,35774.1534125484
"1849",32057,2018,10,2,7,"pub",2,0,0,2,0,1,0,1,19750,0.084,0,18031.4920673077
"1850",32058,2018,3,1,4,"pub",2,0,1,0,0,1,0,0,2781,0.187702265372168,0,16504.5821205821
"1851",1001,2020,299,58,697.54,"pub",72,40,5,8,5,1,0.568965517241379,0.413793103448276,948990,0.108522745234407,111,35871.1482725854
"1852",1002,2020,23,5,25.8,"pub",6,5,0,0,0,1,0.2,0.4,51536,0.09114017385905,0,16395.9292836738
"1853",1003,2020,83,7,65,"pub",45,6,1,0,0,1,0.285714285714286,0.285714285714286,58250,0.134403433476395,10,18107.0862039708
"1854",1004,2020,10,2,19,"pub",0,2,0,0,0,1,0,1,17000,0.0948823529411765,0,16974.9279811098
"1855",1005,2020,62,9,75,"pub",57,8,0,1,0,1,0.666666666666667,0.333333333333333,129929,0.0755412571481348,9,32254.8583556131
"1856",1006,2020,27,5,32.997,"pub",8,5,0,0,0,1,0,0.4,47646,0.0940477689627671,5,22804.0659178876
"1857",1007,2020,22,5,30,"pub",12,4,0,1,0,1,0.4,0.2,57369,0.0917568721783542,0,19339.6995737195
"1858",1008,2020,11,2,6.314,"pub",3,2,0,0,0,1,0.5,0.5,9552,0.100083752093802,5,19773.0143783479
"1859",1009,2020,8,2,13.5,"pub",6,2,0,0,0,1,0,1,22485,0.0959750945074494,0,17795.0994776553
"1860",1010,2020,14,3,14,"pub",2,3,0,0,0,1,0,1,20853,0.0953340046995636,0,17128.8959760807
"1861",1011,2020,39,8,43.567,"pub",12,8,0,0,0,1,0.375,0.25,61997,0.0578737680855525,3,28024.9549028896
"1862",2001,2020,322,27,355.66,"mixed",214,20,2,4,1,3,0.777777777777778,0.222222222222222,443807,0.120464526246769,174,37821.4596838012
"1863",2002,2020,444,70,763,"pub",346,70,0,0,0,1,0.385714285714286,0.557142857142857,1049792,0.117103197585807,134,42543.895829025
"1864",2003,2020,73,16,100,"pub",50,11,1,4,0,1,0.25,0,108440,0.106372187384729,23,39819.5657507959
"1865",2004,2020,878,356,1793.989,"pub",611,265,83,6,2,1,0.471910112359551,0.5,1922523,0.0880520024987998,274,44641.3722031295
"1866",2005,2020,54,11,198.09,"mixed",3,11,0,0,0,2,0.818181818181818,0.181818181818182,126890,0.112632989203247,43,40098.0021663778
"1867",3001,2020,126,16,146.5,"pub",72,12,2,2,0,1,0.75,0.25,73021,0.132140069295134,32,31201.0032680775
"1868",3002,2020,152,26,145.6,"pub",64,13,13,0,0,1,0.461538461538462,0.538461538461538,64022,0.105291930898754,73,34946.9049270792
"1869",3003,2020,171,40,421,"pub",89,34,4,2,0,1,0.45,0.475,292241,0.127521463449687,113,46750.1098760173
"1870",3008,2020,164,55,362.723,"pub",15,27,9,11,8,1,0.909090909090909,0.0909090909090909,351111,0.0566629926148711,156,48285.5971858564
"1871",3009,2020,65,14,30,"pub",24,6,3,4,1,1,0.142857142857143,0.571428571428571,18052,0.113893197429648,39,40256.3238704518
"1872",4001,2020,15,4,17,"pub",6,3,0,1,0,1,1,0,59232,0.125692193408968,22,20271.8322775264
"1873",4002,2020,70,10,220,"priv",60,10,0,0,0,1,1,0,294077,0.126908938815344,102,33661.8371332486
"1874",4003,2020,151,12,230,"mixed",132,8,2,2,0,2,0.5,0.5,248845,0.0956981253390665,192,49468.6940473731
"1875",4004,2020,32,4,23,"pub",22,4,0,0,0,1,1,0,78170,0.106856850454138,29,21418.1266480966
"1876",4005,2020,34,3,40,"pub",7,3,0,0,0,1,0.333333333333333,0.666666666666667,31917,0.114641100354043,4,21139.8481461497
"1877",4006,2020,10,2,8,"pub",1,0,2,0,0,1,1,0,42140,0.102776459420978,7,14459.3076989845
"1878",4007,2020,8,2,9,"pub",1,2,0,0,0,1,1,0,8683,0.134055050097892,7,18930.8500899974
"1879",4009,2020,22,4,33,"pub",19,4,0,0,0,1,0.75,0.25,59923,0.0987100111810156,20,19552.5951474685
"1880",4010,2020,13,2,10,"pub",1,0,2,0,0,1,1,0,31714,0.0807214479409724,18,15183.9180463576
"1881",4011,2020,52,4,7.494,"pub",32,1,1,2,0,1,0.5,0,46913,0.102402319186579,13,15703.2660900265
"1882",5002,2020,63,14,130,"priv",53,14,0,0,0,1,0.357142857142857,0.642857142857143,163058,0.072366887855855,20,27936.3487546729
"1883",5003,2020,17,4,22,"pub",14,4,0,0,0,1,1,0,23056,0.120142262317835,5,33610.253689168
"1884",5004,2020,26,6,19.643,"priv",5,6,0,0,0,1,1,0,29578,0.112651294881331,0,24553.6347186014
"1885",5005,2020,9,1,1.05,"pub",0,1,0,0,0,1,0,1,1643,0.181984175289105,0,23416.7798742138
"1886",5006,2020,10,4,18.754,"pub",4,4,0,0,0,1,0.25,0.75,29128,0.117275473770942,0,27033.2523993519
"1887",5007,2020,28,3,14,"pub",0,2,0,1,0,1,0,1,12715,0.131183641368462,10,24343.0108724953
"1888",5009,2020,49,8,45,"pub",30,8,0,0,0,1,0.125,0.5,59035,0.110476835775387,14,19874.8188772807
"1889",5010,2020,112,17,87.933,"pub",89,13,0,4,0,1,0.411764705882353,0.529411764705882,82409,0.112681867271779,9,32149.620932573
"1890",5011,2020,4,1,2.352,"pub",3,1,0,0,0,1,1,0,11898,0.149689023365271,0,18565.3390036452
"1891",5014,2020,7,2,1.6,"pub",6,0,0,2,0,1,0,0.5,9502,0.122395285203115,0,23934.8679245283
"1892",5015,2020,15,2,1,"pub",0,1,0,1,0,1,1,0,1584,0.142045454545455,0,23219.9710144928
"1893",5017,2020,26,4,38.284,"mixed",23,4,0,0,0,2,0.75,0.25,118337,0.109847300506181,6,21751.5768820821
"1894",5018,2020,215,36,188.5,"pub",143,30,0,6,0,1,0.611111111111111,0.388888888888889,237951,0.129762009825552,28,43079.1124301015
"1895",5019,2020,6,2,11,"pub",0,2,0,0,0,1,0,0,7928,0.128279515640767,4,29681.047926915
"1896",5021,2020,3,1,4,"pub",1,1,0,0,0,1,0,1,6539,0.141000152928582,0,26505.5340683174
"1897",5022,2020,49,10,33.548,"mixed",30,3,0,0,7,2,0.4,0.1,33129,0.0968335899061245,3,28389.5553505535
"1898",5023,2020,17,2,2,"pub",9,0,0,2,0,1,0,0.5,9642,0.123107239162,0,25937.2796391753
"1899",5024,2020,36,5,40,"pub",33,5,0,0,0,1,0.8,0.2,44472,0.133837021046951,21,22030.3351984521
"1900",5025,2020,89,15,160.25,"priv",0,13,0,1,1,1,0.933333333333333,0.0666666666666667,176327,0.0966386316332723,25,30873.4264612727
"1901",5026,2020,3,1,1.143,"pub",0,1,0,0,0,1,1,0,3239,0.15405989502933,0,21711.3987034036
"1902",5027,2020,47,13,90,"pub",19,12,0,1,0,1,1,0,122243,0.0607151329728492,11,41881.3158208386
"1903",5028,2020,42,7,80,"pub",0,7,0,0,0,1,0.571428571428571,0.428571428571429,64811,0.125719399484655,14,34582.8605488079
"1904",5029,2020,6,1,1,"pub",0,1,0,0,0,1,0,1,2471,0.132739781464994,0,28315.6268221574
"1905",5030,2020,281,47,750,"pub",245,47,0,0,0,1,0.872340425531915,0.127659574468085,879958,0.101655988126706,62,39211.0970403917
"1906",5031,2020,18,7,14.56,"pub",3,5,2,0,0,1,0.428571428571429,0.428571428571429,24759,0.137566137566138,5,31319.2649492584
"1907",5032,2020,68,10,55,"pub",46,2,0,8,0,1,0.2,0.8,42260,0.163913866540464,5,29569.2422110553
"1908",5033,2020,53,8,100,"pub",49,5,1,2,0,1,0.5,0.5,101041,0.12610722380024,9,17183.4964133
"1909",5034,2020,7,1,7,"pub",0,0,0,1,0,1,0,1,6744,0.0834816132858837,6,30626.8104163211
"1910",5035,2020,609,60,598.834,"priv",559,45,3,10,2,1,0.883333333333333,0.116666666666667,720848,0.121444465407409,83,35138.1359350808
"1911",5036,2020,6,1,8,"pub",0,1,0,0,0,1,0,1,20305,0.126520561438069,0,15037.0274825944
"1912",5037,2020,7,1,8,"pub",0,0,1,0,0,1,1,0,6188,0.126858435681965,0,20124.598123534
"1913",5038,2020,14,2,7.28,"pub",0,1,1,0,0,1,0,0.5,13135,0.138408831366578,0,27443.4519257934
"1914",6001,2020,22,4,30,"pub",18,3,1,0,0,1,0.75,0.25,27626,0.143560414102657,33,20993.411328062
"1915",6002,2020,179,27,152.13,"pub",138,18,3,6,0,1,0.555555555555556,0.222222222222222,157048,0.160543273394122,58,41662.2977068485
"1916",6003,2020,16,4,19.68,"pub",10,1,2,1,0,1,0.25,0.5,21661,0.150177738793223,18,27860.9879542881
"1917",6004,2020,11,3,21,"pub",7,3,0,0,0,1,0.666666666666667,0.333333333333333,20837,0.143014829390027,3,25822.584139265
"1918",6005,2020,18,4,27.785,"pub",10,2,2,0,0,1,0.5,0.5,31267,0.15508363450283,6,28730.880650382
